hgnc_id	symbol	name	locus_group	locus_type	status	location	location_sortable	alias_symbol	alias_name	prev_symbol	prev_name	gene_group	gene_group_id	date_approved_reserved	date_symbol_changed	date_name_changed	date_modified	entrez_id	ensembl_gene_id	vega_id	ucsc_id	ena	refseq_accession	ccds_id	uniprot_ids	pubmed_id	mgd_id	rgd_id	lsdb	cosmic	omim_id	mirbase	homeodb	snornabase	bioparadigms_slc	orphanet	pseudogene.org	horde_id	merops	imgt	iuphar	kznf_gene_catalog	mamit-trnadb	cd	lncrnadb	enzyme_id	intermediate_filament_db	rna_central_id	lncipedia	gtrnadb	agr	mane_select	gencc
HGNC:49525	LINC01160	long intergenic non-protein coding RNA 1160	non-coding RNA	RNA, long non-coding	Approved	1p13.2	01p13.2					Long intergenic non-protein coding RNAs	1986	2014-01-03			2014-01-03	100129269	ENSG00000231346	OTTHUMG00000011958		BG742401	NR_034126																									URS000075F019	LINC01160		HGNC:49525		
HGNC:49528	LINC01162	long intergenic non-protein coding RNA 1162	non-coding RNA	RNA, long non-coding	Approved	7p15.3	07p15.3					Long intergenic non-protein coding RNAs	1986	2014-01-07			2014-01-07	104355138	ENSG00000232790	OTTHUMG00000152589		CN412322	NR_126381																									URS00004762AB	LINC01162		HGNC:49528		
HGNC:49530	LINC01163	long intergenic non-protein coding RNA 1163	non-coding RNA	RNA, long non-coding	Approved	10q26.2	10q26.2	TCONS_00017722				Long intergenic non-protein coding RNAs	1986	2014-01-08			2018-12-10	101927381	ENSG00000280953	OTTHUMG00000189527		AK124226	XR_242761																									URS0000812053			HGNC:49530		
HGNC:49533	LINC01164	long intergenic non-protein coding RNA 1164	non-coding RNA	RNA, long non-coding	Approved	10q26.3	10q26.3					Long intergenic non-protein coding RNAs	1986	2014-01-08			2014-01-08	399827	ENSG00000189275	OTTHUMG00000186599			NR_038365																									URS000075F049	LINC01164		HGNC:49533		
HGNC:49534	LINC01165	long intergenic non-protein coding RNA 1165	non-coding RNA	RNA, long non-coding	Approved	10q26.3	10q26.3					Long intergenic non-protein coding RNAs	1986	2014-01-08			2014-01-08	100128830	ENSG00000229081	OTTHUMG00000019291		AK097584	XR_252837																									URS00002965AD	LINC01165		HGNC:49534		
HGNC:49535	LINC01166	long intergenic non-protein coding RNA 1166	non-coding RNA	RNA, long non-coding	Approved	10q26.3	10q26.3			LINC01167	long intergenic non-protein coding RNA 1167	Long intergenic non-protein coding RNAs	1986	2014-01-08			2024-10-21	101927590	ENSG00000232903	OTTHUMG00000019299		AK095503	XR_242766																									URS00003C4B9C	LINC01166		HGNC:49535		
HGNC:49537	LINC01168	long intergenic non-protein coding RNA 1168	non-coding RNA	RNA, long non-coding	Approved	10q26.3	10q26.3					Long intergenic non-protein coding RNAs	1986	2014-01-08			2014-01-08	399829	ENSG00000240707	OTTHUMG00000157745			NR_046231																									URS000075CB68	LINC01168		HGNC:49537		
HGNC:49541	LINC01169	long intergenic non-protein coding RNA 1169	non-coding RNA	RNA, long non-coding	Approved	15q22.31	15q22.31					Long intergenic non-protein coding RNAs	1986	2014-01-10			2014-10-07	102723165	ENSG00000259471	OTTHUMG00000172242		"AK096135|BC016970"	NR_110372																									URS000075A048	LINC01169		HGNC:49541		
HGNC:49542	LINC01170	long intergenic non-protein coding RNA 1170	non-coding RNA	RNA, long non-coding	Approved	5q23.2	05q23.2					Long intergenic non-protein coding RNAs	1986	2014-01-10			2016-11-24	103724389	ENSG00000253807	OTTHUMG00000163624		"N72756|AA215598"	NR_125774				MGI:5439411																					URS00007E50A4	LINC01170		HGNC:49542		
HGNC:49545	LINC01173	long intergenic non-protein coding RNA 1173	non-coding RNA	RNA, long non-coding	Approved	2q37.1-q37.2	02q37.1-q37.2	TCONS_00004057				Long intergenic non-protein coding RNAs	1986	2014-01-13			2018-02-13	106144537	ENSG00000280744	OTTHUMG00000189551		BF185848	NR_132376																									URS0000811C76			HGNC:49545		
HGNC:49548	LINC01176	long intergenic non-protein coding RNA 1176	non-coding RNA	RNA, long non-coding	Approved	7p14.3	07p14.3					Long intergenic non-protein coding RNAs	1986	2014-01-10			2018-02-07	100506516	ENSG00000281404	OTTHUMG00000189554		BM981427	NR_108081																									URS000075A7FE			HGNC:49548		
HGNC:49549	LINC01177	long intergenic non-protein coding RNA 1177	non-coding RNA	RNA, long non-coding	Approved	16p13.2	16p13.2					Long intergenic non-protein coding RNAs	1986	2014-01-13			2016-11-24	104355218	ENSG00000261397	OTTHUMG00000177056		AA725682	NR_126397																									URS00004173D6	LINC01177		HGNC:49549		
HGNC:49556	LINC01179	long intergenic non-protein coding RNA 1179	non-coding RNA	RNA, long non-coding	Approved	4q32.3	04q32.3					Long intergenic non-protein coding RNAs	1986	2014-01-14			2014-01-14	101928151	ENSG00000249500	OTTHUMG00000161098		BX648971	NR_121676																									URS00004A2BD9	LINC01179		HGNC:49556		
HGNC:49558	LINC01180	long intergenic non-protein coding RNA 1180	non-coding RNA	RNA, long non-coding	Approved	17q21.31	17q21.31					Long intergenic non-protein coding RNAs	1986	2014-01-14			2014-01-14	101927017	ENSG00000266979	OTTHUMG00000181821		BC043289	NR_110661																									URS000075D35D	LINC01180		HGNC:49558		
HGNC:25533	LINC01181	long intergenic non-protein coding RNA 1181	non-coding RNA	RNA, long non-coding	Approved	8q22.3	08q22.3	FLJ10489				Long intergenic non-protein coding RNAs	1986	2014-01-14			2014-11-19	379034	ENSG00000250929	OTTHUMG00000164764		AK001351	NR_145429																									URS0000ABD8CE	LINC01181		HGNC:25533		
HGNC:49564	LINC01182	long intergenic non-protein coding RNA 1182	non-coding RNA	RNA, long non-coding	Approved	4p15.33	04p15.33					Long intergenic non-protein coding RNAs	1986	2014-01-14			2014-01-14	101929071	ENSG00000250634	OTTHUMG00000160104		DB054622	NR_121681																									URS0000590507	LINC01182		HGNC:49564		
HGNC:49573	LINC01186	long intergenic non-protein coding RNA 1186	non-coding RNA	RNA, long non-coding	Approved	Xp11.3	Xp11.3	ZNF674-1				Long intergenic non-protein coding RNAs	1986	2014-01-17			2018-06-08	101927574	ENSG00000236751	OTTHUMG00000021416		BC015977	NR_110388			28119085																						URS0000759D9D	LINC01186		HGNC:49573		
HGNC:49575	LINC01187	long intergenic non-protein coding RNA 1187	non-coding RNA	RNA, long non-coding	Approved	5q35.1	05q35.1	KIDR	kidney-specific RNA			Long intergenic non-protein coding RNAs	1986	2014-01-11			2014-01-17	100507267	ENSG00000249601	OTTHUMG00000163086		AK055811	NR_108022																									URS000075C826	LINC01187		HGNC:49575		
HGNC:49592	LINC01189	long intergenic non-protein coding RNA 1189	non-coding RNA	RNA, long non-coding	Approved	9q13	09q13					Long intergenic non-protein coding RNAs	1986	2014-01-20			2016-10-05	643648	ENSG00000232827	OTTHUMG00000058150			NR_046203																									URS000075B5AE	LINC01189		HGNC:49592		
HGNC:49595	LINC01191	long intergenic non-protein coding RNA 1191	non-coding RNA	RNA, long non-coding	Approved	2q14.1	02q14.1	"VIN|lnc-ACTR3"	virus inducible lincRNa			Long intergenic non-protein coding RNAs	1986	2014-01-20			2014-07-18	440900	ENSG00000234199	OTTHUMG00000153529		AW016224	NR_034128			24440876																						URS000075CA32	LINC01191		HGNC:49595		
HGNC:37197	LINC01192	long intergenic non-protein coding RNA 1192	non-coding RNA	RNA, long non-coding	Approved	3q26.1	03q26.1			CT64	cancer/testis antigen 64	Long intergenic non-protein coding RNAs	1986	2012-11-30	2014-01-21	2014-01-21	2014-01-21	647107	ENSG00000241369	OTTHUMG00000158021		BX103208	NR_033945			15905330																						URS000075D3FA	LINC01192		HGNC:37197		
HGNC:28003	LINC01193	long intergenic non-protein coding RNA 1193	non-coding RNA	RNA, long non-coding	Approved	15q11.2	15q11.2	LOC348120		CT60	cancer/testis antigen 60	Long intergenic non-protein coding RNAs	1986	2012-11-30	2014-01-21	2014-01-21	2014-01-21	348120	ENSG00000258710	OTTHUMG00000171709		BC047459	NR_040094			15905330																						URS000075C702	LINC01193		HGNC:28003		
HGNC:37171	LINC01194	long intergenic non-protein coding RNA 1194	non-coding RNA	RNA, long non-coding	Approved	5p15.2	05p15.2	TAG	tumor antigen gene	CT49	cancer/testis antigen 49	Long intergenic non-protein coding RNAs	1986	2012-11-30	2014-01-21	2014-01-21	2014-01-21	404663	ENSG00000248131	OTTHUMG00000161760			NR_033383			14871852					617097																	URS0000759BD5	LINC01194		HGNC:37171		
HGNC:49550	LINC01195	long intergenic non-protein coding RNA 1195	non-coding RNA	RNA, long non-coding	Approved	16p13.2	16p13.2					Long intergenic non-protein coding RNAs	1986	2014-01-15			2014-01-21	104266959	ENSG00000261075	OTTHUMG00000177057		CR748468	NR_126349																									URS00007E3CBD	LINC01195		HGNC:49550		
HGNC:49598	LINC01198	long intergenic non-protein coding RNA 1198	non-coding RNA	RNA, long non-coding	Approved	13q14.13	13q14.13					Long intergenic non-protein coding RNAs	1986	2014-01-21			2018-03-08	101929344	ENSG00000231817	OTTHUMG00000016875		BC046635	NR_120426			27764782																						URS000075CADA	LINC01198		HGNC:49598		
HGNC:49632	LINC01201	long intergenic non-protein coding RNA 1201	non-coding RNA	RNA, long non-coding	Approved	Xq26.1	Xq26.1	TCONS_00017091				Long intergenic non-protein coding RNAs	1986	2014-01-24			2014-01-28	104266960	ENSG00000228659	OTTHUMG00000022403		AA418797	NR_126350																									URS00003FFAF2	LINC01201		HGNC:49632		
HGNC:49633	LINC01202	long intergenic non-protein coding RNA 1202	non-coding RNA	RNA, long non-coding	Approved	5q34	05q34					Long intergenic non-protein coding RNAs	1986	2014-01-24			2017-10-26	104326188	ENSG00000280776	OTTHUMG00000189552		BI755689	NR_126372			24463510																						URS00007E3DAE			HGNC:49633		
HGNC:49634	LINC01203	long intergenic non-protein coding RNA 1203	non-coding RNA	RNA, long non-coding	Approved	Xp22.2	Xp22.2					Long intergenic non-protein coding RNAs	1986	2014-01-28			2014-01-28	100133123	ENSG00000226985	OTTHUMG00000021151			NR_045260																									URS00002CB32E	LINC01203		HGNC:49634		
HGNC:49635	LINC01204	long intergenic non-protein coding RNA 1204	non-coding RNA	RNA, long non-coding	Approved	Xp11.3	Xp11.3					Long intergenic non-protein coding RNAs	1986	2014-01-28			2014-01-28	101927528	ENSG00000229563	OTTHUMG00000021406			NR_104644																									URS000075B27E	LINC01204		HGNC:49635		
HGNC:49636	LINC01205	long intergenic non-protein coding RNA 1205	non-coding RNA	RNA, long non-coding	Approved	3q13.13	03q13.13					Long intergenic non-protein coding RNAs	1986	2014-01-28			2014-01-28	401082	ENSG00000228980	OTTHUMG00000159217			NR_109841																									URS00001CF2E9	LINC01205		HGNC:49636		
HGNC:49637	LINC01206	long intergenic non-protein coding RNA 1206	non-coding RNA	RNA, long non-coding	Approved	3q26.33	03q26.33					Long intergenic non-protein coding RNAs	1986	2014-01-28			2022-11-23	100996490	ENSG00000242512	OTTHUMG00000158238			NR_104146																									URS000075B21D	LINC01206		HGNC:49637		
HGNC:49639	LINC01208	long intergenic non-protein coding RNA 1208	non-coding RNA	RNA, long non-coding	Approved	3q26.32	03q26.32					Long intergenic non-protein coding RNAs	1986	2014-01-28			2014-01-28	100505547	ENSG00000223715	OTTHUMG00000157218			NR_109968																									URS000075C55C	LINC01208		HGNC:49639		
HGNC:49640	LINC01209	long intergenic non-protein coding RNA 1209	non-coding RNA	RNA, long non-coding	Approved	3q26.32	03q26.32					Long intergenic non-protein coding RNAs	1986	2014-01-28			2014-01-28	101928684	ENSG00000228308	OTTHUMG00000157300		BC041880	NR_110819																									URS00007598F4	LINC01209		HGNC:49640		
HGNC:49642	LINC01210	long intergenic non-protein coding RNA 1210	non-coding RNA	RNA, long non-coding	Approved	3q22.3	03q22.3					Long intergenic non-protein coding RNAs	1986	2014-01-28			2014-01-28	100507274	ENSG00000239513	OTTHUMG00000159758			NR_109987																									URS000075D823	LINC01210		HGNC:49642		
HGNC:49648	LINC01213	long intergenic non-protein coding RNA 1213	non-coding RNA	RNA, long non-coding	Approved	3q25.1	03q25.1					Long intergenic non-protein coding RNAs	1986	2014-01-28			2014-01-28	101927992	ENSG00000244541	OTTHUMG00000159737			NR_110167																									URS000075D3C0	LINC01213		HGNC:49648		
HGNC:49650	LINC01214	long intergenic non-protein coding RNA 1214	non-coding RNA	RNA, long non-coding	Approved	3q25.1	03q25.1					Long intergenic non-protein coding RNAs	1986	2014-01-28			2014-01-28	101928022	ENSG00000243550	OTTHUMG00000159735			NR_110186																									URS0000759A43	LINC01214		HGNC:49650		
HGNC:49651	LINC01215	long intergenic non-protein coding RNA 1215	non-coding RNA	RNA, long non-coding	Approved	3q13.12	03q13.12					Long intergenic non-protein coding RNAs	1986	2014-01-28			2014-01-28	101929623	ENSG00000271856	OTTHUMG00000185591			NR_110028																									URS000075A7A9	LINC01215		HGNC:49651		
HGNC:41418	LINC01216	long intergenic non-protein coding RNA 1216	non-coding RNA	RNA, long non-coding	Approved	4q24	04q24			EMCN-IT3	EMCN intronic transcript 3 (non-protein coding)	Long intergenic non-protein coding RNAs	1986	2011-05-24	2014-01-29	2014-01-29	2016-11-24	100874275	ENSG00000250223	OTTHUMG00000161053			NR_046811																									URS000022B8D7	LINC01216		HGNC:41418		
HGNC:41419	LINC01217	long intergenic non-protein coding RNA 1217	non-coding RNA	RNA, long non-coding	Approved	4q24	04q24			EMCN-IT2	EMCN intronic transcript 2 (non-protein coding)	Long intergenic non-protein coding RNAs	1986	2011-05-24	2014-01-29	2014-01-29	2014-11-18	100874276	ENSG00000251219	OTTHUMG00000161750			NR_046812																									URS0000EF70C4	LINC01217				
HGNC:41420	LINC01218	long intergenic non-protein coding RNA 1218	non-coding RNA	RNA, long non-coding	Approved	4q24	04q24			EMCN-IT1	EMCN intronic transcript 1 (non-protein coding)	Long intergenic non-protein coding RNAs	1986	2011-05-24	2014-01-29	2014-01-29	2014-11-19	107986233	ENSG00000251636	OTTHUMG00000161011			NR_189167																									URS00000981B8	LINC01218		HGNC:41420		
HGNC:49653	LINC01219	long intergenic non-protein coding RNA 1219	non-coding RNA	RNA, long non-coding	Approved	11p15.5	11p15.5					Long intergenic non-protein coding RNAs	1986	2014-01-25			2016-11-24	104355220	ENSG00000232987	OTTHUMG00000012473		BX092271	NR_126400																									URS0000149553	LINC01219		HGNC:49653		
HGNC:49664	LINC01220	long intergenic non-protein coding RNA 1220	non-coding RNA	RNA, long non-coding	Approved	14q24.3	14q24.3					Long intergenic non-protein coding RNAs	1986	2014-01-31			2023-06-09	731223	ENSG00000259687	OTTHUMG00000171867			NR_038421																									URS0000759963	LINC01220		HGNC:49664		
HGNC:49671	LINC01221	long intergenic non-protein coding RNA 1221	non-coding RNA	RNA, long non-coding	Approved	1q32.1	01q32.1	TCONS_00000366				Long intergenic non-protein coding RNAs	1986	2014-02-04			2016-11-24	104266961	ENSG00000235492	OTTHUMG00000035893		BG613973	NR_126351																									URS00001DBFD9	LINC01221		HGNC:49671		
HGNC:49672	LINC01222	long intergenic non-protein coding RNA 1222	non-coding RNA	RNA, long non-coding	Approved	1q32.1	01q32.1	TCONS_00000112				Long intergenic non-protein coding RNAs	1986	2014-02-04			2016-11-24	102800316	ENSG00000233410	OTTHUMG00000035892		BC040869	NR_110525																									URS000075A9E3			HGNC:49672		
HGNC:49676	LINC01224	long intergenic non-protein coding RNA 1224	non-coding RNA	RNA, long non-coding	Approved	19p12	19p12					Long intergenic non-protein coding RNAs	1986	2014-02-04			2023-01-06	104472717	ENSG00000269416	OTTHUMG00000183272			NR_126448																									URS00007E4CDE	LINC01224		HGNC:49676		
HGNC:49678	LINC01226	long intergenic non-protein coding RNA 1226	non-coding RNA	RNA, long non-coding	Approved	1p35.2	01p35.2	SEELA2	SERINC2-ELA2			Long intergenic non-protein coding RNAs	1986	2014-02-04			2025-01-09	284551	ENSG00000284543				NR_027085			33143730																						URS000056F2F3	LINC01226		HGNC:49678		
HGNC:49680	LINC01227	long intergenic non-protein coding RNA 1227	non-coding RNA	RNA, long non-coding	Approved	16q23.2	16q23.2					Long intergenic non-protein coding RNAs	1986	2014-02-05			2014-02-05	101928276	ENSG00000260737	OTTHUMG00000176267			NR_104665																									URS000075CD04	LINC01227		HGNC:49680		
HGNC:49681	LINC01228	long intergenic non-protein coding RNA 1228	non-coding RNA	RNA, long non-coding	Approved	16q23.2	16q23.2	lincRNA-DYNLRB2-2				Long intergenic non-protein coding RNAs	1986	2014-02-01			2014-02-05	104266962	ENSG00000261082	OTTHUMG00000176977		BM973870	NR_170199			24493833																						URS00021231F7	LINC01228				
HGNC:49682	LINC01229	long intergenic non-protein coding RNA 1229	non-coding RNA	RNA, long non-coding	Approved	16q23.2	16q23.2	TCONS_00024480				Long intergenic non-protein coding RNAs	1986	2014-10-23			2014-10-23	101928248	ENSG00000260876	OTTHUMG00000176975			NR_104661																									URS000075C4C0	LINC01229		HGNC:49682		
HGNC:49688	LINC01231	long intergenic non-protein coding RNA 1231	non-coding RNA	RNA, long non-coding	Approved	9p24.2	09p24.2					Long intergenic non-protein coding RNAs	1986	2014-02-12			2014-02-12	101929247	ENSG00000236511	OTTHUMG00000019454		BC041456	NR_121585																									URS000075C6B3	LINC01231		HGNC:49688		
HGNC:49755	LINC01232	long intergenic non-protein coding RNA 1232	non-coding RNA	RNA, long non-coding	Approved	13q32.3	13q32.3	"FLJ41590|TCONS_00021520"		LINC00449	long intergenic non-protein coding RNA 449	Long intergenic non-protein coding RNAs	1986	2014-02-14			2024-10-23	102725509	ENSG00000280734	OTTHUMG00000189525		AK123584	NR_110731			24522499																						URS000075E1B1			HGNC:49755		
HGNC:49756	LINC01233	long intergenic non-protein coding RNA 1233	non-coding RNA	RNA, long non-coding	Approved	19p12	19p12	XLOC_013014				Long intergenic non-protein coding RNAs	1986	2014-02-14			2014-02-14	100128139	ENSG00000269364	OTTHUMG00000182980		DB454962	NR_110663			24522499																						URS000075C99F	LINC01233		HGNC:49756		
HGNC:49757	LINC01234	long intergenic non-protein coding RNA 1234	non-coding RNA	RNA, long non-coding	Approved	12q24.13	12q24.13	"onco-lncRNA-32|MBOP"	MEK1-binding oncopeptide			Long intergenic non-protein coding RNAs	1986	2014-02-14			2022-09-08	100506465	ENSG00000249550	OTTHUMG00000169644			NR_110026			"24522499|28484081|28978132|35565466"																						URS0000759D3F	LINC01234		HGNC:49757		
HGNC:49769	LINC01235	long intergenic non-protein coding RNA 1235	non-coding RNA	RNA, long non-coding	Approved	9p23	09p23	FLJ41200				Long intergenic non-protein coding RNAs	1986	2014-02-14			2014-02-14	401492	ENSG00000270547	OTTHUMG00000185076		AK123194	NR_033863																									URS000075C555	LINC01235		HGNC:49769		
HGNC:49793	LINC01237	long intergenic non-protein coding RNA 1237	non-coding RNA	RNA, long non-coding	Approved	2q37.3	02q37.3			LINC01238	long intergenic non-protein coding RNA 1238	Long intergenic non-protein coding RNAs	1986	2014-02-20			2024-09-23	101927289	ENSG00000233806	OTTHUMG00000151343			NR_110220																									URS000075E1A2	LINC01237		HGNC:49793		
HGNC:49796	LINC01239	long intergenic non-protein coding RNA 1239	non-coding RNA	RNA, long non-coding	Approved	9p21.3	09p21.3					Long intergenic non-protein coding RNAs	1986	2014-02-21			2014-02-21	441389	ENSG00000234840	OTTHUMG00000019696		"AK092601|AA205910"	NR_038977																									URS00000E9163	LINC01239		HGNC:49796		
HGNC:49804	LINC01241	long intergenic non-protein coding RNA 1241	non-coding RNA	RNA, long non-coding	Approved	9p21.2	09p21.2					Long intergenic non-protein coding RNAs	1986	2014-03-06			2018-02-07	101929582	ENSG00000236306	OTTHUMG00000019705		BC043546	NR_121604																									URS000075DE7D			HGNC:49804		
HGNC:49810	LINC01242	long intergenic non-protein coding RNA 1242	non-coding RNA	RNA, long non-coding	Approved	9p21.1	09p21.1					Long intergenic non-protein coding RNAs	1986	2014-03-06			2017-10-26	401497	ENSG00000280683	OTTHUMG00000189587			NR_046204																									URS000075A381	LINC01242		HGNC:49810		
HGNC:49814	LINC01243	long intergenic non-protein coding RNA 1243	non-coding RNA	RNA, long non-coding	Approved	9p21.1	09p21.1					Long intergenic non-protein coding RNAs	1986	2014-03-06			2014-03-06	101929620	ENSG00000260720	OTTHUMG00000175494		BC040892	NR_135134																									URS0000A76DBA	LINC01243		HGNC:49814		
HGNC:49840	LINC01246	long intergenic non-protein coding RNA 1246	non-coding RNA	RNA, long non-coding	Approved	2p25.2	02p25.2					Long intergenic non-protein coding RNAs	1986	2014-06-01			2014-06-12	102800315		OTTHUMG00000151631		BX096693	NR_110498																									URS000075AD88			HGNC:49840		
HGNC:49841	LINC01247	long intergenic non-protein coding RNA 1247	non-coding RNA	RNA, long non-coding	Approved	2p25.2	02p25.2					Long intergenic non-protein coding RNAs	1986	2014-03-13			2014-03-13	101929390	ENSG00000227007	OTTHUMG00000151457			NR_110251																									URS000015D237	LINC01247		HGNC:49841		
HGNC:49842	LINC01248	long intergenic non-protein coding RNA 1248	non-coding RNA	RNA, long non-coding	Approved	2p25.2	02p25.2					Long intergenic non-protein coding RNAs	1986	2014-03-13			2014-03-13	102723818	ENSG00000224128	OTTHUMG00000151424		BX111928	NR_110580																									URS000075BE69	LINC01248		HGNC:49842		
HGNC:49843	LINC01249	long intergenic non-protein coding RNA 1249	non-coding RNA	RNA, long non-coding	Approved	2p25.2	02p25.2					Long intergenic non-protein coding RNAs	1986	2014-03-13			2014-03-13	727982	ENSG00000231532	OTTHUMG00000151581		"AK307324|BC047589"	NR_034134																									URS000075A47C	LINC01249		HGNC:49843		
HGNC:49844	LINC01250	long intergenic non-protein coding RNA 1250	non-coding RNA	RNA, long non-coding	Approved	2p25.3	02p25.3	FLJ37991				Long intergenic non-protein coding RNAs	1986	2014-03-13			2014-03-13	101927554	ENSG00000234423	OTTHUMG00000151427		AK095310	NR_110228																									URS000023352F	LINC01250		HGNC:49844		
HGNC:27888	LINC01252	long intergenic non-protein coding RNA 1252	non-coding RNA	RNA, long non-coding	Approved	12p13.2	12p13.2					Long intergenic non-protein coding RNAs	1986	2014-03-18			2014-03-18	338817	ENSG00000247157	OTTHUMG00000168537			NR_033890			12477932																						URS000075C0A6	LINC01252		HGNC:27888		
HGNC:49870	LINC01254	long intergenic non-protein coding RNA 1254	non-coding RNA	RNA, long non-coding	Approved	18p11.22	18p11.22					Long intergenic non-protein coding RNAs	1986	2014-03-18			2014-03-18	101927350	ENSG00000260913	OTTHUMG00000176120			NR_110775																									URS000075C2EF	LINC01254		HGNC:49870		
HGNC:49871	LINC01255	long intergenic non-protein coding RNA 1255	non-coding RNA	RNA, long non-coding	Approved	18p11.21	18p11.21					Long intergenic non-protein coding RNAs	1986	2014-03-18			2014-03-18	101927433	ENSG00000267252	OTTHUMG00000180596			NR_110778																									URS000075D667	LINC01255		HGNC:49871		
HGNC:49895	LINC01256	long intergenic non-protein coding RNA 1256	non-coding RNA	RNA, long non-coding	Approved	4q28.3	04q28.3	TCONS_l2_00021715				Long intergenic non-protein coding RNAs	1986	2014-03-18			2014-03-18	104355285	ENSG00000251398	OTTHUMG00000161768		BX088800	NR_126401																									URS00007E45C1	LINC01256		HGNC:49895		
HGNC:26972	LINC01257	long intergenic non-protein coding RNA 1257	non-coding RNA	RNA, long non-coding	Approved	12q24.33	12q24.33					Long intergenic non-protein coding RNAs	1986	2014-03-20			2014-03-20	116437	ENSG00000204603	OTTHUMG00000168350		BC112214	NR_026670																									URS000075B626	LINC01257		HGNC:26972		
HGNC:49898	LINC01258	long intergenic non-protein coding RNA 1258	non-coding RNA	RNA, long non-coding	Approved	4p14	04p14					Long intergenic non-protein coding RNAs	1986	2014-03-20			2014-03-20	101928776	ENSG00000249534	OTTHUMG00000160414			NR_110951																									URS00001A614C	LINC01258		HGNC:49898		
HGNC:49899	LINC01259	long intergenic non-protein coding RNA 1259	non-coding RNA	RNA, long non-coding	Approved	4p14	04p14	TCONS_00007515				Long intergenic non-protein coding RNAs	1986	2014-03-20			2014-03-20	106144599	ENSG00000249667	OTTHUMG00000160486		CR984336	NR_149076																									URS00004F57F4	LINC01259		HGNC:49899		
HGNC:50275	LINC01262	long intergenic non-protein coding RNA 1262	non-coding RNA	RNA, long non-coding	Approved	4q35.2	04q35.2	"TCONS_l2_00021807|RP11-462G22.1"				Long intergenic non-protein coding RNAs	1986	2014-03-20			2014-03-24	101928971	ENSG00000250739	OTTHUMG00000160329		BC092460	NR_121679			24651478																						URS000075D4A2	LINC01262		HGNC:50275		
HGNC:50282	LINC01264	long intergenic non-protein coding RNA 1264	non-coding RNA	RNA, long non-coding	Approved	10q11.21	10q11.21	RP11-124O11.2				Long intergenic non-protein coding RNAs	1986	2014-03-27			2014-03-31	104266963	ENSG00000229630	OTTHUMG00000018022		BE644626	NR_126352			24672800																						URS00001CFE12	LINC01264		HGNC:50282		
HGNC:50297	LINC01265	long intergenic non-protein coding RNA 1265	non-coding RNA	RNA, long non-coding	Approved	5p13.1	05p13.1					Long intergenic non-protein coding RNAs	1986	2014-04-03			2017-02-17	101926904					NR_104631																									URS000056C8F0	LINC01265		HGNC:50297		
HGNC:50309	LINC01266	long intergenic non-protein coding RNA 1266	non-coding RNA	RNA, long non-coding	Approved	3p26.3	03p26.3					Long intergenic non-protein coding RNAs	1986	2014-04-07			2014-04-07	101927215	ENSG00000224957	OTTHUMG00000154876			NR_110118																									URS000075AE99	LINC01266		HGNC:50309		
HGNC:50320	LINC01267	long intergenic non-protein coding RNA 1267	non-coding RNA	RNA, long non-coding	Approved	3p25.1	03p25.1					Long intergenic non-protein coding RNAs	1986	2014-04-07			2014-04-07	101927565	ENSG00000251576	OTTHUMG00000167093			NR_110135																									URS000075DFEF	LINC01267		HGNC:50320		
HGNC:50325	LINC01269	long intergenic non-protein coding RNA 1269	non-coding RNA	RNA, long non-coding	Approved	14q24.2	14q24.2	"HNSCAT1|PARLncRNA-1|lncRNA-RP6-65G23.1"	"platelet activation-related lncRNA 1|head and neck squamous carcinoma associated transcript 1"			Long intergenic non-protein coding RNAs	1986	2014-04-15			2025-01-22	103695436	ENSG00000258689	OTTHUMG00000171248		DA437066	NR_125769			"35883699|35965679"																						URS0000318E51	LINC01269		HGNC:50325		
HGNC:27658	LINC01270	long intergenic non-protein coding RNA 1270	non-coding RNA	RNA, long non-coding	Approved	20q13.13	20q13.13					Long intergenic non-protein coding RNAs	1986	2014-04-15			2014-11-18	284751	ENSG00000203999	OTTHUMG00000032719		AK090605	NR_034124																									URS000075EEAB	LINC01270		HGNC:27658		
HGNC:50327	LINC01271	long intergenic non-protein coding RNA 1271	non-coding RNA	RNA, long non-coding	Approved	20q13.13	20q13.13					Long intergenic non-protein coding RNAs	1986	2014-04-15			2023-02-07	101927586	ENSG00000233077	OTTHUMG00000032720			NR_109950																									URS000075AA11	LINC01271		HGNC:50327		
HGNC:50329	LINC01273	long intergenic non-protein coding RNA 1273	non-coding RNA	RNA, long non-coding	Approved	20q13.13	20q13.13					Long intergenic non-protein coding RNAs	1986	2014-04-15			2014-04-15	101927541	ENSG00000231742	OTTHUMG00000032718			NR_109943																									URS000075BD89	LINC01273		HGNC:50329		
HGNC:50331	LINC01275	long intergenic non-protein coding RNA 1275	non-coding RNA	RNA, long non-coding	Approved	20q13.13	20q13.13					Long intergenic non-protein coding RNAs	1986	2018-11-28			2018-11-28	101927512	ENSG00000237595	OTTHUMG00000032717		BI858028	NR_183896																									URS00025E684C			HGNC:50331		
HGNC:50333	LINC01276	long intergenic non-protein coding RNA 1276	non-coding RNA	RNA, long non-coding	Approved	6p21.1	06p21.1					Long intergenic non-protein coding RNAs	1986	2014-04-15			2014-04-15	103106903	ENSG00000226917	OTTHUMG00000067927		DQ141194	NR_120347																									URS000051D79F	LINC01276		HGNC:50333		
